Number, Time, Scramble 
13162,12.15,R2 D' B2 R2 B2 R2 U' B2 L2 D2 F2 R F' U R' B F2 U' R F2 L2
13163,14.73,U' L U B D2 R' F' D R2 U2 F U2 R2 B U2 D2 L2 U2 D2 B2
13164,14.13,U2 L R U2 F2 U2 L F2 L' B2 U2 B' R' D' L F' L D' F2 D' U'
13165,14.68,F' R2 B' U2 B' D2 B' U2 L2 F D2 F2 D' B2 U' R B' L' R' D'
13166,12.49,B' R2 U' B2 F2 U' B2 L2 D2 R2 U' R2 L D2 B' D' B' U' L2
13167,13.89,R2 D' U2 B' L2 F D2 R2 U2 B2 L2 B' R2 F R U R2 D F D' R2
13168,14.06,L F D2 R2 U' L' D L' B2 U2 D' B2 D' L2 U2 R2 L2 F2 L2
13169,17.88,F2 B' D' F' U B2 D' F' B2 R L2 D2 L D2 F2 R' B2 R' D2 F
13170,17.91+,F2 L B2 U2 B2 R2 U2 L2 R B2 R F U' L2 F2 U2 B' L D' L'
13171,13.50,F2 L2 F U B2 L2 D2 L2 D R2 D R2 D L' U F' L B' L2 R
13172,14.22,R2 U' R2 U R2 F2 D' F2 L2 D F' D' L' D' F2 R F2 U2 B D'
13173,13.52,B F2 U2 F2 R B2 R2 B2 U2 L' F2 R' B2 U F2 D' F D B2 R U
13174,16.40,R' U D2 F' R2 B' U2 B' D2 B' F2 L2 U2 F' L F L' B U B' D2
13175,13.81,L2 U B2 D' B2 U F2 D U2 F2 L2 D F' L R' D2 F' U B2 L' U
13176,14.41,R D U2 B R2 F' D2 U2 B' L2 F' D2 F D R B2 D2 B F' L'
13177,14.18,F2 L' F2 R U2 L' B2 D2 F2 D2 L D2 B' R' U F D2 L' D R' F'
13178,14.96,B U L2 R2 B2 U' B2 D2 U' F2 L2 U B2 R D B' U R D2 R' D2
13179,17.13,B' D2 L U2 R2 F2 D2 L2 B F2 R2 B' L2 U F R B2 D' U2 F
13180,14.61,D F2 R2 F2 U L2 B2 F2 U B2 R' F' L2 B L2 B2 R' D U' R
13181,15.85,D' R D2 L2 B2 D' R2 D' R2 D2 L2 B2 D' L' B U B2 D' B' L2 B'
13182,18.12,B2 L2 R' U2 L2 D2 B2 U2 R' F2 D2 F L D2 B' D B R B U' F'
13183,13.32,U' B2 L2 D' B2 F2 D B2 U2 F2 L2 R' B' R2 F2 L' F' L2 U R' B
13184,13.11,D B2 U2 F2 L2 D2 F' R2 F' L2 F2 U2 R B L R D B' F' R
13185,13.30,B2 L' U2 F2 U2 B2 L B2 R' D2 F' D' L2 F L' U B2 D' R
13186,12.54,U' L2 D B2 R2 F2 D F2 D B2 L' U2 B' D' R D2 B U2 F U'
13187,15.93,R' B L' F' U D' R2 U' B' U2 R2 U D2 L2 U2 F2 R2 B2 R2
13188,17.15,L D U2 B2 D2 U2 F D2 B L2 B2 R2 F' D' L U2 L2 B2 F' U B'
13189,13.55,F' U2 D' R' B' R' U' R F U2 F L2 F' B2 U2 F' U2 L2 B' L2 D
13190,16.70,R2 F2 L U2 F2 R' B2 D2 L2 B2 L' U2 F' D2 B' U R2 B L' B U
13191,17.07,L U L U B2 U L F R2 F D2 F L2 U2 L2 B D2 R2 F2 L' B'
13192,15.10,L2 B' L D2 L' D R F' U2 R2 F2 U' D2 F2 D' R2 L2 U2 R2 L' U2
13193,15.49,U B' R2 D B2 D2 L2 D' F2 R2 D F2 U2 F U' R' U2 F' U' L U2
13194,12.71,D2 B' R2 U F' B U' B2 U2 R2 D2 L U2 F2 D2 F2 D2 R B' D
13195,13.88,F2 U2 D R B' U2 F2 R' U2 R2 D2 R2 U2 F L2 D2 F2 L2 F' D'
13196,13.20,B2 L2 B2 R2 D2 F2 U L2 R2 B2 L2 U R' B' D' B' U R' B L R
13197,15.77,F2 L' D L2 U' R U F B' U' L2 B2 U' B2 D2 B2 L2 D' B2 D' R2
13198,15.16,U D2 R2 B2 F' D2 B R2 B' L2 U2 R' B' L B F2 U L R2
13199,13.29,L2 B L2 B U2 B' L2 F2 R2 D2 F' U2 L D L' R' F D' R' B2 R2
13200,16.74,D2 R' U2 R' D2 L2 B2 L2 F2 R' F' R F2 D R' U' L F' R2
13201,12.97,L2 U L2 D B2 D L2 R2 D2 B2 U2 F L' D' U' B L D R B2
13202,16.91,B' L' B2 U2 L2 F2 D B2 F2 U F2 U' B2 L' D' L' D' F U L D2
13203,14.28,R2 D2 B F2 R2 F D2 F' L2 U2 B2 L' B' F' D B2 F2 R D2
13204,15.76,F2 D' L F2 U2 R' U2 L U2 F2 L R2 B2 R' B' R' D2 L F2 D' R
13205,15.61,B' L2 F L2 F D2 F2 U2 F' L2 F2 D' F2 R D L' D' F D U2
13206,15.43,D2 B' L2 B2 D2 R2 B2 U2 R2 D R2 B2 D R F D L F' L2 R U'
13207,17.06,B' D R2 B2 D2 B2 D R2 D L2 U R F' D2 F' D U2 L2 R' B'
13208,15.59,L' F U' B2 L2 D2 R' U F2 U' R2 U D2 B2 D2 B2 R2 U' F' R2
13209,17.59,L D2 F2 L2 B F2 D2 L2 U2 L2 F R2 U' L' D' L' R' F' R2 D'
13210,13.91,U' R2 L F2 B2 U R' B' D F2 R2 L2 F' D2 B2 U2 F' R2 U2 F' U2
13211,17.39,F' U' B2 L2 B2 U2 R B2 U2 R B2 R2 U2 B' R' B' U F' U' L
13212,16.76,B2 D' L' D' R U F' L U R2 D F2 R2 U2 R2 B2 U L2 F2 U R
13213,14.56,U2 L2 U2 B2 F2 L' B2 R B2 D2 U L2 B' D2 F U B D F2 R'
13214,17.22,F L' D' F2 R2 U B2 D' R2 F2 U R2 B' D' L' B' R2 U R'
13215,15.34,U R2 B2 R2 U R2 D2 U' R2 U' F2 U' R' D R2 B' F' D' R2 F U2
13216,16.23,B U' F2 D2 B' U F2 R F U2 F2 R2 B2 D2 R D2 L U2 L B2
13217,15.14,B' U2 F' L2 F2 L2 B R2 F' L2 F2 U F R D B2 F U2 B' R' D'
13218,16.42,L2 F2 D2 F' L2 R2 B' U2 B' U2 F' U R' U2 B' U' R' F' D B
13219,17.17,R' L2 D' F R L' B L R2 D2 L2 U F2 L2 U B2 R2 U L2 F' U2
13220,17.71,D2 L2 F U2 F' U2 L2 B' L2 U2 F' L2 D F' R B2 R' D' F' D2
13221,14.47,R B2 U F D B D R' F R F2 U D F2 U' R2 B2 L2 U F2 U
13222,14.27,D' B' R2 F U R2 D2 R B D F2 D' L2 U L2 U R2 U' L2
13223,14.88,R L2 D' B2 U B2 D' F2 R2 B2 L2 U2 B F U B2 F' L B R'
13224,14.68,D' L2 D F2 U L2 U2 R2 B2 D F L' R D' U R' B' L2 U R
13225,13.30,D R L2 B2 D F2 L2 U' L2 D2 B2 R2 F2 D' R D2 B2 U B' U B'
13226,14.24,F U2 R' U2 R2 D2 L' F2 R U2 R' F2 B' U' L2 R B L' D2 B'
13227,13.35,U F U2 F2 R2 D U2 R2 U B2 D' B2 L' D2 F' R2 D U L' D2
13228,14.20,L2 B R2 F' R2 U2 F' L2 B2 D2 F2 D2 L R2 F D B R' D L' F
13229,14.39,D2 B2 R D2 L2 B2 L D2 F R2 U' F D R' D' L' D'
13230,13.68,B' R2 B2 R2 D' R2 U2 L2 F2 R2 U' F2 U R' F' U B' U' F2 L
13231,14.30,U2 F2 R D2 B2 L2 U2 F2 L2 R F' R U R' B D' B' L U'
13232,13.91,D2 F L2 B' D2 F2 R2 F' D2 B R2 D2 R U F2 R2 B L2 B' F'
13233,15.75,R' F2 D2 R2 U' R2 B2 L2 F2 U B2 R2 F' U R B' R' D2 R' U
13234,15.89,B D2 B L2 B' R2 F L2 R2 U2 F L2 D B R B2 D2 R' B2 R' B
13235,14.16,U' L' R' B2 F2 D2 B2 R' F2 L2 R' F2 U B2 U2 F' L R2 B' F2
13236,15.75,R D' B2 R2 F' D2 U2 B F2 D2 F2 R2 D2 L' U B R2 D B' D2
13237,17.11,D U2 L2 B2 L2 F' R2 U2 R2 D2 F U2 R2 D B' U' L R' U' R F2
13238,18.52,U L B2 R2 D L2 D' F2 L2 R2 D R2 D2 F' R2 D' B' D' F2 R2
13239,13.31,B L U2 R2 D2 R2 F D2 F R2 D2 U2 B' D L2 U' F2 U R U' R'
13240,15.59,F2 R2 F U2 L D F' R' U' L2 B U2 B' U2 F' U2 D2 R2 B R2 D2
13241,16.84,L' U' F2 L2 U F2 U2 L2 R2 U' R2 U2 F' D' F L B' F' R2 D B
13242,13.76,R U2 F D B2 R F2 B2 L2 D R2 D2 F2 R2 B2 U' L2 D'
13243,16.05,L F U' B2 L2 D' U2 F2 R2 U R2 D L' B R B R' U L' R2
13244,15.62,D L F' R' L2 U B' D R2 L D2 L F2 R U2 D2 B2 D2 L' F2
13245,13.08,F' R' F' L2 R2 U' R2 D2 R2 F2 D' B2 L2 B2 F D' B2 F L F'
13246,16.19+,D F2 L2 D2 R2 D F2 U' B2 U B2 U B L D' R' F U' R2 U F
13247,14.03,U' B2 D R2 B2 D F2 U R2 B R D' F' D' R' B U R B
13248,12.66,B D F D2 R2 F D2 B R2 B' F2 L2 F U R D2 B D' F R'
13249,16.29,L2 F' D2 L2 B' D2 B' L2 F' D2 R2 B2 R U R' F L' B F R'
13250,19.49,B2 D' L2 D2 F2 U' L2 R2 D F U R2 B D U2 L B' F' R'
13251,20.08,U' B2 R' B D F' U R B U R2 D B2 U' B2 U2 B2 R2 U' F2
13252,17.13,F2 L' F' D2 F U2 F L2 R2 F U2 R2 U' R F L' B U B' D2
13253,16.84,U' B' D' L2 F2 U L2 R2 D2 F2 L2 F L F R' D' F2 L R2
13254,15.33,B2 U' B2 L2 R2 U R2 F2 U B2 D' R' B D B' U' L' F D2 B' F
13255,16.09,U' B2 L2 B U R F B' D' U2 B2 L2 D2 L' B2 L' U2 L' U2 R2
13256,19.84,L' U R' F B U L2 F U2 B2 R' F2 B2 L' F2 L2 U2 R' U
13257,15.49,L2 R2 U2 F2 D' R2 F2 U B2 D2 U B' R U' L' U' R D2 U2 F U'
13258,15.19,B2 L2 U B2 L2 D' B2 D' R2 B2 U2 R2 F' U L D' U' B L2 B F2
13259,15.36,F D' L' U R' D R' L2 U2 F' R2 L2 F L2 F2 D2 L2 B' U' F
13260,15.13,B' R' U F2 B' D' F' R2 D2 L F2 U2 D2 R' B2 L U2 L' D2 U' L2
13261,13.44,U' F B' R' F2 L U' F B D R2 B2 D F2 U2 L2 B2 L2 D2
13262,15.25,F R' D2 L' U2 L U2 B2 L' R2 B2 F L D' B R' U B'
13263,14.59,B U' L2 B2 R2 D2 B2 D F2 D' L2 D F2 B' D F D' R U' B2 F'
13264,15.07,F' U' B2 L B D2 L F2 L2 F2 L2 U2 F L2 D2 F' D2 L2 D F2
13265,14.44,R D B' L' F' R2 L F' U' R2 B2 D2 L2 U' L2 U F2 D2 B2 L2 B
13266,13.36,F2 U2 L2 R U2 R' U2 F2 R2 D' F' R2 B L2 B D' U
13267,14.52,D B2 R2 U' R2 B2 D R2 D' F2 D' B2 L' R' D L2 B' F' L F R'
13268,11.23,F D L2 F L2 F2 R2 D2 F' U2 L2 D2 R' B' D2 L U2 B' L2
13269,17.69,B' L2 F2 R2 F2 U2 B L2 D2 F U L B2 U' B R2 D U' R B
13270,17.20,R U2 R D2 L' R' F2 D2 L' B2 U2 R B R2 F' L D' L' B F2 L'
13271,12.65,U' F' R B2 L U2 F2 D2 R' F2 R B2 U2 L F D F2 U' B2 L U'
13272,15.84,B2 F2 L2 D' L2 D B2 D2 B2 U F2 D' L' F U B' F L2 F2 D R
13273,15.83,F D F2 R2 D' L2 D F2 U2 L2 F2 U2 R' D2 B L U R' F' R'
13274,14.99,F L B L' F D B' R' F R2 U2 F2 D2 F R2 D2 L2 D2 F B2
13275,13.44,D2 B2 R2 F2 U' L2 U' R2 U B2 U F' L' D' U' R' U B2 F2 U2 B'
13276,16.07,L2 U B2 F2 L2 U2 R2 U R2 D F R' D L R U' R' D U R2
13277,15.66,L2 R2 U R2 B2 L2 U' B2 D L' B F U L2 R' U' R' D' R'
13278,15.27,D2 R' D' L2 B2 R2 F2 D B2 R2 U2 L2 U' F' D' U B' R' B2 R D2
13279,15.68,L B L2 F U2 R2 D2 L2 F L2 D' R U L2 D' U2 B' F2
13280,14.01,U F R U2 B2 R2 U2 B2 U' F2 D B2 U2 F' U' R F2 U F2 D
13281,13.04,U2 B2 D' R2 F2 D' L2 B2 U2 L2 D' R U' R B' U F' L B2 R
13282,23.12,R F R' F2 L F2 R B2 U2 B2 U2 L2 U2 R D L F U' R D B2
13283,15.47+,B2 R2 U B2 R2 U' F2 L2 U L' R' U R' B L R2 B' L'
13284,14.77,R' F D' U' L2 R2 D F2 U' L2 D R D2 R' U R B' R' D2
13285,14.90,L' B' R' F2 D B2 U F L' U2 F2 U' R2 D F2 D' R2 U2 R2 U2 B2
13286,14.23,L2 F2 D' R2 U' B2 D' L2 B2 D2 R2 U' B R U' R2 B2 L' B D2 U2
13287,13.91,U2 F L' D F B2 D F2 R' D2 F2 R D2 B2 R2 U2 L2 U2 R' U'
13288,13.40,U' F U R2 B U2 B' L2 R2 B' F' U2 L2 U' R U2 L' B2 U' B'
13289,12.40,L' R' F2 L D2 U2 R' D2 L U2 R' U' B' F2 L2 U' F2 D' F' R'
13290,16.64,F' R D' L U' D2 R F U' B' F2 D2 F2 U' R2 B2 D F2 U R2 U
13291,14.47,F2 D U2 B2 L2 D2 F2 L2 U F2 U B L F R B2 D R' U2 B2 R'
13292,17.22,R2 U' L2 D2 L D2 F2 L U2 R2 U2 B2 U2 B2 F' L2 D' L2 B' D' B'
13293,12.84,R L2 F' R L' B' L B2 D U2 R B2 L' U2 R F2 D2 R B2 R'
13294,14.00,B2 L' D L2 B2 D R2 U' L2 F2 U2 F2 D2 F R U L R2 U2 B U2
13295,15.76,L' U' R2 F2 D' L2 U B2 F2 L2 U' R2 U' B' D L2 D B' R'
13296,11.64,L2 D B2 U R2 B2 D L2 U' R' B2 D F' R' U B2 R2 D R
13297,15.47,D R B' U2 R2 F2 D2 L2 B R2 B2 L2 F L2 U B2 D2 L' R2 D L'
13298,16.46,F' R2 F2 D2 R2 D L' D2 B F2 D' F2 U B2 U' F2 R2 U F2 L2 D
13299,13.66,R U2 B2 L' F2 U2 R' F2 L' D2 R' B R2 D' L' B' U R2 U' R'
13300,15.31,F R' D2 U2 L' D2 R2 D2 F2 U2 B2 R' B D2 L D B2 R' U L R'
13301,13.39,D L' D R2 D' F2 D R2 D' R2 F2 L2 R B' F2 R U2 R B
13302,15.04,R2 D' F2 D B D B' L' F2 U2 L D2 L' B2 R2 F2 L' D2 U R2
13303,20.55,U2 R F2 U2 R' D2 R F2 U2 B2 U2 F D' R D U R' D B R2
13304,15.33,U' R' U' F' D' R' D2 F2 U D2 R B2 R2 U2 F2 L' B2 L' F2
13305,14.16,U' D' F2 U' F D L F' R' D2 F2 R2 B2 L D2 F2 R B2 R2 B2 U
13306,17.26,F2 U B' D2 B D2 L2 R2 F2 D2 R2 B L2 F U' B D L' B R D2
13307,17.24,F' U D B U L2 B R U2 F2 D2 L2 D2 B2 R B2 U2 B2 L' F
13308,16.43,D' R' F2 D2 R2 D' B2 U' R2 D' F2 L2 U' F' L' D' F2 D B' L' U2
13309,14.99,L' U2 B L D B' U F D2 F2 D2 L2 D2 F2 R2 F L2 F L' F2
13310,15.19,L F B U' F2 B' U2 L' D U2 F L2 B2 L2 U2 B' U2 R2 L2 B U2
13311,14.76,D2 L2 U' L2 U2 L2 F2 D F2 D2 L2 R2 B' U F D' L' R D R2 U2
13312,14.53,R' U R' L D L' F B' U' F B2 R' B2 R' L' U2 D2 B2 R' U2 F2
13313,13.05,R2 U2 R' B' U2 L' B D' B2 D2 F' L2 B' D2 B' L2 D2 B2 R2 U'
13314,15.80,B U2 R F' D B' U L2 D' B' R2 U2 F U2 F2 R2 L2 F L2 B2
13315,17.76,R' U2 R2 F2 R' U2 B2 L' R' F2 D L D U' R F D U' R F2
13316,15.64,B' R2 B' R2 D2 L2 R2 F' U2 F2 U2 R2 U' L' B' R2 B2 F2 R' F D2
13317,15.01,F2 R2 F2 D B2 L2 D R2 D' B2 U2 L' B' R D' L R' U' B' R' U2
13318,13.80,U L D2 R2 D' F2 D' R2 F2 D B2 R2 F2 L' B L2 D' R B F2 D2
13319,15.04,R L2 F' D2 F U2 F U2 B' D2 U2 R2 F L' R' D L B' D' F' D
13320,14.57,D2 L2 F2 D U2 B2 L2 U R2 U F2 B L R2 D2 R' F2 D' B' R'
13321,11.98,D B2 L2 B2 R2 U2 B F2 D2 F R2 L U' R' F' L2 B2 D2 R
13322,15.74,B2 U2 B U2 F D2 B' D2 L2 R2 F L2 D' R' D2 L' U' B' R F U
13323,16.08,F' R2 F L U2 R' B R2 U R2 D2 F2 R2 U R2 D' R2 L' B2
13324,13.80,L2 D2 L R2 D2 L' R' B2 U2 R' D' B R' D2 F D' R' F2 U2
13325,17.07,U' L' B' U B2 R2 U' B2 U R2 B2 D2 F2 D' L' F2 R D' F U F'
13326,13.18,B2 L' F L U' B L' B R U' D R2 D2 R2 F2 U2 B2 L2 D' R2
13327,13.40,U L2 D' R F D2 B' L' D2 R2 F' L2 B' D2 R2 B2 R2
13328,13.38,B L2 D F B' U2 R B2 R' U2 R2 U' L2 U L2 F2 U' L2 B2 D'
13329,12.42,F2 D2 R' B' U' R' D2 F2 D' B R2 F B D2 B R2 U2 D2 R2 D2
13330,16.48,F' L' B2 D B R' L D' L' F2 U2 B' U2 F2 U2 L2 F D2 B'
13331,15.56,F2 D2 R U' F2 D L2 D2 B2 D2 F2 R2 U' L F' U' B U' R' B2
13332,13.74,B2 L2 B2 L2 U' B2 F2 D' F2 U' B2 U' F' U L R2 B2 L2 U' B' D'
13333,15.15,R F2 D2 R' F2 R U2 F2 R' B2 D2 R2 D' B2 F' D2 L' U F2 D' R'
13334,16.03,L' D' B' R2 U2 F' D2 L2 B L2 B' L2 F R U' F D U2 L B2
13335,14.80,R D2 L' F2 R U2 R B2 D2 R' B2 R2 D' F' L2 R F2 L2 F' R' U'
13336,16.83,U2 F2 L2 B' F2 L2 R2 D2 B2 L' U2 B D B R B F' L U'
13337,13.44,F2 D2 F' D2 L2 R2 F U2 B' D2 F U2 D R' F' D' U' B2 L B D'
13338,14.07,U2 L U F2 D F2 D' R2 U' F2 D' U' L U2 L' D2 B' F2 L
13339,14.38,R F U2 F2 L2 B2 R2 D2 R2 F' L' B' L D F L2 R' F' U'
13340,17.73,R2 U' B2 L2 D' L2 U L2 U' B2 U2 B2 L B2 D' F' D2 F' R' D
13341,14.00,B2 U B2 L2 R2 D' F2 L2 D U2 F2 D R' F' U2 B2 R2 B U2 F' D'
13342,15.39,B2 L B2 R' F2 L F2 U2 L U2 F2 R' F U' L2 F D' B R2 B' R'
13343,15.76,D F' U L2 B2 F2 U' R2 F2 D' L2 R2 D' L' F' R U' B U' R' D'
13344,14.12,L2 U2 F2 D' B2 U L2 R2 B2 R2 L' U2 F L B2 F2 D B' L2
13345,15.89,L2 F2 L B2 R' D2 R U2 B2 U2 L2 U R2 F2 R U R' U R2
13346,14.03,F2 D' R2 U' B2 D L2 F2 L2 F2 U' B L' R' U B' R' B' R' F2 D
13347,17.43,F' R F2 L2 B' L2 F' L2 F D2 R2 F' U2 B' R' F D' F R' U'
13348,14.53,F2 U2 B U L U' R' B2 U2 R2 L2 B' D2 L2 F2 L2 F L D'
13349,13.44,R' U R2 D B2 R2 D F2 D F2 L2 B2 F R F D' L' B R' D U'
13350,16.19,U2 R' D L2 F2 D' L2 F2 L2 D' L2 R F D U B F2 D U
13351,14.64,B' U' F U2 L2 B' R2 B D2 F' D2 B L2 U R' B R2 U2 L F2
13352,15.43,B2 D2 R2 D' U2 B2 L2 U F2 R2 U2 L' U2 R' F U L2 F U2 B'
13353,15.10,R2 F2 D' F2 D F2 D' B2 L2 U2 F2 B' D2 L' B' L2 B2 F' R D'
13354,12.36,B U2 R F' R' D' L U R2 D2 B2 R F2 R U2 L' U2 B2 L
13355,13.50,R U2 R' D' F R2 U B2 L' U F2 R2 D L2 U D2 L2 D2 R2 U
13356,19.08,F L2 B' L U2 B R D R B2 R2 U B2 U D2 F2 U2 L2 U' R2 U
13357,16.13,R D F2 L B2 L U2 R' U2 R B2 R2 D2 U2 B R' F L U' F2 L'
13358,13.46,D' B' R F' D' B' D' U2 R F2 R2 F2 B2 R F2 L2 D2 R B2 D'
13359,16.87,B D B2 R F' B2 U' L U2 D2 L2 U2 L U2 L' B2 U2 F2
13360,17.63+,U' B' L2 F U2 F2 U2 L2 B' D2 F2 D2 F' U' L U' F2 L2 U' B R2
13361,15.85,D2 B2 D F2 L2 R2 D R2 D2 L2 R D' L F D2 F U2 F' L' U
13362,12.90,R' F R2 D2 R F2 R B2 L F2 L F2 R B' U B U R2 D2 U' F2
13363,15.33,D U R2 F2 R2 B2 D' B2 U' F2 U' L' D2 B R B' D2 B2 U2 L2 U2
13364,15.36,B2 U2 L2 F2 U2 B' L2 F L2 D2 R2 B' R D L B2 D' L' B' F2 D'
13365,17.26,F' D' F D' L B2 U R F' B2 L2 F2 B2 D' R2 U L2 U R2 U
13366,15.56,R B2 D2 L U' R B' L F2 R' D2 F2 U2 L B2 R B2 R2 D
13367,14.34,R L' D2 R F D2 R' D B U2 L2 U B2 L2 U D B2 L2
13368,10.92,D2 R2 U2 R' B R2 L D' U2 R2 B' R2 F' L2 U2 F' R2 F' D B'
13369,14.88,F U F2 U2 F2 R2 F2 L2 F2 D' F2 R2 U' L' U L U R D2 B' U'
13370,15.40,U' B2 L2 F2 U R2 B2 D' B2 U' B' L' D2 R' B D2 U2 F' R
13371,21.87+,U L2 F2 U' B2 U' R2 D L2 D2 B2 R B' D U2 R' F2 L B' L' U
13372,18.28,R F L2 B' U2 F' D2 B2 R2 D2 B R' F' R B D2 F U' R'
13373,14.92,U' D B U' F' B' R F L2 F L2 F2 U2 D2 B' U2 R2 L2 B2 R D
13374,17.58,U R D F2 D2 R2 D F2 U' F2 R2 D' L2 F2 L U' B D2 L R D
13375,14.52,L' U2 F2 L B2 U2 B2 U2 R' B2 L' F' L2 R' F2 U F' U R
13376,13.96,F2 U2 L2 F2 U' F2 D2 U' L2 U R2 U' F' D' U B' L D U2 F' L'
13377,14.48,D2 R' U2 F2 D2 B2 R2 D2 R' B2 D2 L' F L2 R2 D' U' B' R F2
13378,16.00,R2 F' L2 B' D2 F D2 R2 B L2 B' D2 L' B2 F R D2 B2 D' B' D'
13379,15.28,F R' L' U2 F R' U F D2 R2 F' D2 F' R2 F2 L2 D2 F' L2 U' B
13380,16.13,R' U L2 B R2 D2 B' F2 R2 F D2 F R2 D B2 D' L U R' U'
13381,14.50,B U' R2 B2 D B2 D2 B2 R2 D F2 U' L2 R' F' D' R' B F'
13382,16.24,L B R D' F B' D2 R L2 B' U2 F2 U R2 U' D R2 B2 L2 B2 R2
13383,15.22,B' L B' D2 R' U2 L D' L B2 U' B2 D B2 R2 U' R2 D' F2 L2
13384,19.07,B2 L2 B2 D B L F' B2 R2 U' L2 F2 B2 U D2 R2 D' B2 U2 L F'
13385,17.54,D' L B2 F2 U' F2 U2 R2 D L2 U' R2 D2 B' U B2 U2 F2 L' D2 U
13386,18.37,R U2 R' F2 L' B2 U2 F2 R' F2 R U F R D' R' B' L' U' R2
13387,15.11,B L2 B2 D' U' B2 F2 D F2 U' L2 U2 B2 R' B' D U2 L D2 B' F
13388,16.21,F B2 R' F' U F' D R' F2 U2 F2 R2 B2 L F2 D2 R2 D2 F D2
13389,15.46,R' D2 F2 D2 R' B2 R2 B2 R' D2 F2 B' U' B' D' F R2 B L' R2
13390,16.46,F' L B2 D2 U2 F' U2 F L2 D2 U2 F' R2 B' D' F2 L' B' D2 U B2
13391,13.46,B R' U D2 R' B' D' R2 D2 R U2 B2 U2 R' L' F2 R' U2 R U F
13392,14.70,F2 R F' U L' U2 B U D' F2 L2 F2 D' R2 D R2 B2 U2 L' U2
13393,14.98,L2 B' D L2 D2 R2 F D L' B2 R F2 U2 F2 R2 U2 R2 D2 L' U'
13394,14.85,D' R2 D2 L2 D2 B2 R2 B' U2 B L2 F2 L2 U' B2 L B2 R B' F2
13395,19.80,F' U2 B L' B' U' D R D L2 U2 L2 F' U2 D2 R2 B' D2 L2
13396,16.45,B2 D' U' B2 R2 B2 U' L2 U B2 L B' U2 R2 U R2 F' R2 D' F'
13397,14.16,U' R2 B2 L2 U' B2 U B2 D L2 U2 L' B' D F' L' B2 L F2 U R'
13398,12.06,L2 F' U2 F L2 D2 F R2 B2 L2 D2 R2 D B' L' F R B D' L' B'
13399,15.92,L' D2 F2 R B2 U2 R B2 L' R2 F2 U' F D U' L' F2 L D2 L
13400,17.57,U2 R' L2 B F2 L2 D2 F D2 F2 L2 D2 F U' L2 D B U2 B2 R2 F2
13401,19.26,B' L F2 D2 U2 R' U2 B2 U2 B2 L' R' F2 B' D' U2 L' D' F' U F'
13402,17.14,B' L B2 U2 B' R2 D2 B R2 B' D2 B2 D2 F2 L' F' D2 B U R' D'
13403,16.14,B' D F2 R2 F2 L' U2 L2 F2 U2 L' F2 U R F2 L B' R2 F2
13404,17.65,D2 B2 L2 B U2 B2 L2 B U2 F' R' F R D' B' F' U' L' R B
13405,17.21,D F2 D' L2 R2 F2 L2 U' F2 U' F' U2 L' D' L' U2 R F L
13406,13.06,R' D' L2 F U' B2 L2 R2 U' F2 D2 B2 U B L U2 F D L' F2
13407,17.32,R' L' U' R F' R2 F2 D' L' U2 B2 U F2 U' F2 U L2 D2 B2 D' L2
13408,14.45,U' D2 B2 U2 D2 B' U2 F' R B2 U R2 U B2 D2 L2 D' F2 U' B2 L2
13409,15.51,L R2 U2 L U2 F2 L' F2 U2 B' R2 U L' D2 F D' U' R'
13410,20.56,R B2 D' L D R' B2 U' R' F' R2 L2 F' R2 B U2 R2 B L2 B
13411,14.12,D' R2 D2 F2 U' L2 U B2 L2 U' R' B' L F2 D B' D' F L2 D'
13412,13.17,B2 D B2 D' F2 R2 U L2 R2 F2 U L2 F' R U' B' L' D' F' D
13413,11.66,L' U2 F R B' D B U F' U2 L2 D2 F2 D2 B2 R' U2 L2 D2 L B2
13414,16.79,U' D2 L2 R2 B' F' U2 B' D2 L2 B' F2 R' U2 R' D' L' U L2 U2
13415,14.66,L2 F2 D2 B L2 F R' D2 L2 B2 D L2 D' R2 U2 F2 R2 U' R' D2
13416,15.01,D' L U D' R' U' B D B2 U L2 D' F2 B2 D2 F2 U B2 R2 B' L
13417,15.22,B R' U' D' B U2 L D' B L2 F U2 B L2 B2 L2 F' L2 U2
13418,16.78,R' F2 D2 L2 R2 U R2 D U' L2 U' R D F R B2 L' D2 L F
13419,14.25,B2 U R2 F L' F2 D R U' F2 R2 L2 D R2 U2 F2 U' R2 F2 D' B
13420,15.41,B2 L2 D U2 F2 R2 U2 F2 L2 U B U' F2 D L' D' U' R' F' U2
13421,15.10,F2 D2 L U2 R2 D' L2 U B2 F2 R2 B2 D' U2 B' R' D' F L B R2
13422,17.31,D2 B R2 B2 R B2 L' D2 R B2 R' D2 R2 B U F D2 U2 F2 U2
13423,14.89,D U' F2 L2 F2 U2 F2 U F2 R2 U2 L' F R F2 L U L' R2 B D'
13424,13.40,L U' F' U' D2 F2 L D' F B' U2 F' R2 F' U2 D2 F R2 U2 D
13425,17.72,F U B2 U' R2 D R2 B2 R2 U' L2 U' F D L D B R' F2 L' D'
13426,15.71,R' U' F B2 L2 B2 F2 D B2 L2 U L2 D L2 F R2 D F' U L U
13427,13.32,R2 B2 L2 B2 U' L2 D' L2 R2 F2 R2 U2 R' B2 F U2 F' D' F' L R2
13428,15.83,R' F2 R2 U' R2 D' U' B2 U' L2 R2 F2 U' L' F L' U' R F L D'
